Code;Libellé;Population municipale 2016;Boulangerie 2017
38267;Mottier;689;1
38268;Le Moutaret;260;0
38269;La Mure;4970;8
38270;La Murette;1907;1
38271;Murianette;892;0
38272;Murinais;388;0
38273;Nantes-en-Ratier;465;0
38275;Serre-Nerpol;291;0
38276;Nivolas-Vermelle;2604;4
38277;Notre-Dame-de-Commiers;498;0
38278;Notre-Dame-de-l'Osier;485;0
38279;Notre-Dame-de-Mésage;1164;0
38280;Notre-Dame-de-Vaulx;503;0
38281;Noyarey;2240;1
38282;Optevoz;840;1
38283;Oris-en-Rattier;116;0
38284;Ornacieux-Balbins;848;0
38285;Ornon;143;0
38286;Oulles;7;0
38287;Oyeu;981;0
38288;Oytier-Saint-Oblas;1625;2
38289;Oz;247;1
38290;Pact;844;2
38291;Pajay;1131;1
38292;Villages du Lac de Paladru;2463;1
38294;Panossas;679;0
38295;Parmilieu;703;0
38296;Le Passage;790;0
38297;Arandon-Passins;1797;1
38298;Le Péage-de-Roussillon;6652;5
38299;Pellafol;136;0
38300;Penol;344;0
38301;Percy;169;0
38303;La Pierre;579;0
38304;Pierre-Châtel;1500;2
38307;Pisieu;535;0
38308;Plan;258;0
38309;Poisat;2208;1
38310;Poliénas;1176;0
38311;Pommier-de-Beaurepaire;704;1
38313;Ponsonnas;288;0
38314;Pontcharra;7228;6
38315;Le Pont-de-Beauvoisin;3602;6
38316;Pont-de-Chéruy;5703;6
38317;Le Pont-de-Claix;10698;5
38318;Pont-Évêque;5213;5
38319;Pont-en-Royans;782;1
38320;Porcieu-Amblagnieu;1756;2
38321;Prébois;166;0
38322;Presles;88;0
38323;Pressins;1152;0
38324;Primarette;722;0
38325;Proveysieux;505;0
38326;Prunières;360;0
38328;Quaix-en-Chartreuse;900;0
38329;Quet-en-Beaumont;67;0
38330;Quincieu;103;0
38331;Réaumont;1033;0
38332;Renage;3532;1
38333;Rencurel;313;0
38334;Revel;1327;1
38335;Revel-Tourdan;1041;1
38336;Reventin-Vaugris;1861;1
38337;Rives;6355;5
38338;La Rivière;758;0
38339;Roche;1993;1
38340;Les Roches-de-Condrieu;1977;3
38341;Rochetoirin;1124;1
38342;Roissard;300;0
38343;Romagnieu;1571;0
38344;Roussillon;8327;8
38345;Rovon;610;0
38346;Royas;393;0
38347;Roybon;1179;3
38348;Ruy-Montceau;4471;1
38349;Sablons;2300;1
38350;Sainte-Agnès;567;0
38351;Saint-Agnin-sur-Bion;1018;0
38352;Saint-Alban-de-Roche;1908;1
38353;Saint-Alban-du-Rhône;842;0
38354;Saint-Albin-de-Vaulserre;401;0
38355;Saint-Andéol;123;0
38356;Saint-André-en-Royans;315;1
38357;Saint-André-le-Gaz;2807;1
38358;Sainte-Anne-sur-Gervonde;670;0
38359;Saint Antoine l'Abbaye;1165;1
38360;Saint-Appolinard;404;0
38361;Saint-Arey;83;1
38362;Saint-Aupre;1127;0
38363;Saint-Barthélemy;944;1
38364;Saint-Barthélemy-de-Séchilienne;439;0
38365;Saint-Baudille-de-la-Tour;806;0
38366;Saint-Baudille-et-Pipet;256;1
38368;Saint-Blaise-du-Buis;1041;0
38369;Sainte-Blandine;970;0
38370;Saint-Bonnet-de-Chavagne;628;0
38372;Saint-Bueil;722;0
38373;Saint-Cassien;1148;0
38374;Saint-Chef;3618;2
38375;Saint-Christophe-en-Oisans;104;0
38376;Saint-Christophe-sur-Guiers;848;1
38377;Saint-Clair-de-la-Tour;3395;3
38378;Saint-Clair-du-Rhône;3873;1
38379;Saint-Clair-sur-Galaure;281;0
38380;Saint-Didier-de-Bizonnes;299;1
38381;Saint-Didier-de-la-Tour;2020;1
38382;Saint-Égrève;15902;7
38383;Saint-Étienne-de-Crossey;2546;1
38384;Saint-Étienne-de-Saint-Geoirs;3242;2
38386;Saint-Geoire-en-Valdaine;2408;3
38387;Saint-Geoirs;521;0
38388;Saint-Georges-de-Commiers;2145;1
38389;Saint-Georges-d'Espéranche;3311;1
38390;Saint-Gervais;558;0
38391;Saint-Guillaume;261;0
38392;Saint-Hilaire-de-Brens;624;0
38393;Saint-Hilaire-de-la-Côte;1467;0
38394;Saint-Hilaire-du-Rosier;1903;0
38395;Plateau-des-Petites-Roches;2460;1
38396;Saint-Honoré;810;0
38397;Saint-Ismier;6907;4
38398;Saint-Jean-d'Avelanne;955;0
38399;Saint-Jean-de-Bournay;4609;5
38400;Saint-Jean-de-Moirans;3482;1
38401;Saint-Jean-de-Soudain;1576;1
38402;Saint-Jean-de-Vaulx;533;0
38403;Saint-Jean-d'Hérans;292;0
38404;Saint-Jean-le-Vieux;287;0
38405;Saint-Joseph-de-Rivière;1217;2
38406;Saint-Julien-de-l'Herms;147;0
38407;La Sure en Chartreuse;991;0
38408;Saint-Just-Chaleyssin;2526;1
38409;Saint-Just-de-Claix;1182;1
38410;Saint-Lattier;1309;0
38412;Saint-Laurent-du-Pont;4540;3
38413;Saint-Laurent-en-Beaumont;466;0
38414;Sainte-Luce;43;1
38415;Saint-Marcel-Bel-Accueil;1374;1
38416;Saint-Marcellin;8015;10
38417;Sainte-Marie-d'Alloix;480;0
38418;Sainte-Marie-du-Mont;238;0
38419;Saint-Martin-de-Clelles;183;0
38420;Saint-Martin-de-Vaulserre;266;0
38421;Saint-Martin-d'Hères;38634;18
38422;Saint-Martin-d'Uriage;5416;6
38423;Saint-Martin-le-Vinoux;5757;1
38424;Saint-Maurice-en-Trièves;154;1
38425;Saint-Maurice-l'Exil;6092;2
38426;Saint-Maximin;648;1
38427;Saint-Michel-de-Saint-Geoirs;306;0
38428;Saint-Michel-en-Beaumont;31;0
38429;Saint-Michel-les-Portes;269;0
38430;Saint-Mury-Monteymond;325;0
38431;Saint-Nazaire-les-Eymes;2967;1
38432;Saint-Nicolas-de-Macherin;933;1
38433;Saint-Nizier-du-Moucherotte;1105;0
38434;Saint-Ondras;631;0
38436;Saint-Paul-de-Varces;2186;1
38437;Saint-Paul-d'Izeaux;296;0
38438;Saint-Paul-lès-Monestier;263;0
38439;Crêts en Belledonne;3379;2
38440;Saint-Pierre-de-Bressieux;763;0
38442;Saint-Pierre-de-Chartreuse;1041;1
38443;Saint-Pierre-de-Chérennes;468;0
38444;Saint-Pierre-de-Méaroz;132;0
38445;Saint-Pierre-de-Mésage;760;0
38446;Saint-Pierre-d'Entremont;564;0
38448;Saint-Prim;1355;0
38449;Saint-Quentin-Fallavier;6099;3
38450;Saint-Quentin-sur-Isère;1423;1
38451;Saint-Romain-de-Jalionas;3252;1
38452;Saint-Romain-de-Surieu;345;0
38453;Saint-Romans;1782;1
38454;Saint-Sauveur;2091;1
38455;Saint-Savin;4037;2
38456;Châtel-en-Trièves;452;1
38457;Saint-Siméon-de-Bressieux;2882;3
38458;Saint-Sorlin-de-Morestel;634;0
38459;Saint-Sorlin-de-Vienne;872;0
38460;Saint-Sulpice-des-Rivoires;433;0
38462;Saint-Théoffrey;513;0
38463;Saint-Vérand;1725;0
38464;Saint-Victor-de-Cessieu;2212;3
38465;Saint-Victor-de-Morestel;1097;0
38466;Saint-Vincent-de-Mercuze;1500;1
38467;Salagnon;1404;0
38468;Salaise-sur-Sanne;4542;8
38469;La Salette-Fallavaux;64;0
38470;La Salle-en-Beaumont;322;1
38471;Le Sappey-en-Chartreuse;1113;1
38472;Sarcenas;191;0
38473;Sardieu;1110;1
38474;Sassenage;11372;5
38475;Satolas-et-Bonce;2404;1
38476;Savas-Mépin;890;0
38478;Séchilienne;1038;1
38479;Porte-des-Bonnevaux;2011;0
38480;Septème;2064;1
38481;Sérézin-de-la-Tour;1034;0
38483;Sermérieu;1657;0
38484;Serpaize;1924;1
38485;Seyssinet-Pariset;11981;8
38486;Seyssins;7352;5
38487;Seyssuel;1996;1
38488;Siccieu-Saint-Julien-et-Carisieu;591;0
38489;Siévoz;138;0
38490;Sillans;1897;1
38492;Sinard;677;0
38494;Soleymieu;773;1
38495;La Sône;581;0
38496;Sonnay;1238;1
38497;Sousville;139;0
38498;Succieu;733;0
38499;Susville;1292;0
38500;Têche;574;0
38501;Tencin;2079;2
38503;La Terrasse;2554;5
38504;Theys;1958;2
38505;Thodure;751;1
38507;Tignieu-Jameyzieu;7145;7
38508;Torchefelon;726;0
38509;La Tour-du-Pin;8023;7
38511;Le Touvet;3256;3
38512;Tramolé;714;0
38513;Treffort;283;0
38514;Tréminis;180;1
38515;Trept;2106;2
38516;La Tronche;6644;6
38517;Tullins;7679;7
38518;Valbonnais;498;0
38519;Valencin;2751;1
38520;Valencogne;678;0
38521;La Valette;72;0
38522;Valjouffrey;138;0
38523;Varacieux;867;0
38524;Varces-Allières-et-Risset;8278;4
38525;Vasselin;466;0
38526;Vatilieu;367;0
38527;Vaujany;322;0
38528;Vaulnaveys-le-Bas;1265;0
38529;Vaulnaveys-le-Haut;3725;2
38530;Vaulx-Milieu;2532;1
38531;Velanne;530;0
38532;Vénérieu;799;1
38533;Venon;721;0
38535;Vernas;262;0
38536;Vernioz;1244;1
38537;La Verpillière;7104;5
38538;Le Versoud;4797;2
38539;Vertrieu;653;0
38540;Veurey-Voroize;1440;0
38542;Veyssilieu;336;0
38543;Vézeronce-Curtin;2097;3
38544;Vienne;29454;31
38545;Vif;8372;4
38546;Vignieu;1039;0
38547;Villard-Bonnot;7102;3
38548;Villard-de-Lans;4208;6
38549;Villard-Notre-Dame;26;0
38550;Villard-Reculas;56;0
38551;Villard-Reymond;43;0
38552;Villard-Saint-Christophe;406;0
38553;Villefontaine;18653;6
38554;Villemoirieu;1867;0
38555;Villeneuve-de-Marc;1152;1
38556;Ville-sous-Anjou;1195;0
38557;Villette-d'Anthon;4881;4
38558;Villette-de-Vienne;1821;2
38559;Vinay;4217;4
38560;Val-de-Virieu;1558;2
38561;Viriville;1638;2
38562;Vizille;7428;6
38563;Voiron;20209;16
38564;Voissant;220;0
38565;Voreppe;9356;3
38566;Vourey;1710;1
38567;Chamrousse;441;3
39001;Abergement-la-Ronce;845;1
39002;Abergement-le-Grand;56;0
39003;Abergement-le-Petit;38;0
39004;Abergement-lès-Thésy;63;0
39006;Aiglepierre;426;0
39007;Alièze;153;0
39008;Amange;427;1
39009;Andelot-en-Montagne;528;1
39010;Andelot-Morval;95;0
39011;Annoire;379;1
39013;Arbois;3350;3
39014;Archelange;223;0
39015;Ardon;115;0
39016;Arinthod;1125;1
39017;Arlay;1232;0
39018;Aromas;650;0
39019;Les Arsures;237;0
39020;Arsure-Arsurette;100;0
39021;La Chailleuse;604;0
39022;Asnans-Beauvoisin;726;0
39024;Audelange;272;0
39025;Augea;283;0
39026;Augerans;174;0
39027;Augisey;209;0
39028;Aumont;460;1
39029;Aumur;367;0
39030;Authume;821;1
39031;Auxange;201;0
39032;Avignon-lès-Saint-Claude;393;0
39034;Balaiseaux;303;0
39035;Balanod;352;0
39037;Bans;190;0
39038;Barésia-sur-l'Ain;153;1
39039;La Barre;229;0
39040;Barretaine;177;0
39041;Baume-les-Messieurs;169;0
39042;Baverans;499;0
39043;Beaufort-Orbagna;1349;1
39045;Beffia;76;0
39046;Bellecombe;64;0
39047;Bellefontaine;545;0
39048;Belmont;266;0
39049;Bersaillin;402;0
39050;Besain;162;1
39051;Biarne;406;0
39052;Bief-des-Maisons;73;0
39053;Bief-du-Fourg;196;0
39054;Biefmorin;94;0
39055;Billecul;45;0
39056;Bletterans;1440;4
39057;Blois-sur-Seille;109;0
39058;Blye;163;0
39059;Bois-d'Amont;1674;2
39060;Bois-de-Gand;56;0
39061;Boissia;123;0
39062;La Boissière;66;0
39063;Bonlieu;258;0
39065;Bonnefontaine;102;0
39066;Bornay;174;0
39068;Les Bouchoux;318;0
39070;Bourg-de-Sirod;91;0
39072;Bracon;270;0
39073;Brainans;168;0
39074;Brans;221;0
39076;La Bretenière;220;0
39077;Bretenières;39;0
39078;Brevans;660;0
39079;Briod;203;0
39080;Broissia;66;0
39081;Buvilly;386;1
39083;Censeau;293;1
39084;Cernans;139;0
39085;Cerniébaud;87;0
39086;Cernon;258;0
39088;Cesancey;394;0
39090;Chaînée-des-Coupis;180;0
39091;Les Chalesmes;92;0
39092;Chambéria;169;0
39093;Chamblay;423;0
39094;Chamole;166;0
39095;Champagne-sur-Loue;125;0
39096;Champagney;485;0
39097;Champagnole;7928;11
39099;Champdivers;433;0
39100;Champrougier;96;0
39101;Champvans;1397;1
39102;Chancia;222;0
39103;La Chapelle-sur-Furieuse;318;0
39104;Chapelle-Voland;608;1
39105;Chapois;220;0
39106;Charchilla;275;0
39107;Charcier;123;0
39108;Charency;56;0
39109;Charézier;172;0
39110;La Charme;69;0
39111;Charnod;40;0
39112;La Chassagne;123;0
39114;Château-Chalon;148;0
39116;La Châtelaine;134;0
39117;Chatelay;105;0
39118;Châtel-de-Joux;51;0
39119;Le Chateley;88;0
39120;Châtelneuf;139;0
39121;Châtenois;382;0
39122;Châtillon;113;0
39124;Chaumergy;487;1
39126;La Chaumusse;407;0
39127;Chaussenans;96;0
39128;Chaussin;1667;2
39129;Chaux-des-Crotenay;406;0
39130;Nanchez;800;1
39131;La Chaux-du-Dombief;530;1
39132;La Chaux-en-Bresse;37;0
39133;Chaux-Champagny;73;0
39134;Chavéria;232;0
39136;Chemenot;36;0
39137;Saint-Hymetière-sur-Valouse;434;0
39138;Chemin;343;0
39139;Chêne-Bernard;66;0
39140;Chêne-Sec;35;0
39141;Chevigny;281;0
39142;Chevreaux;121;0
39143;Chevrotaine;32;0
39145;Chille;292;0
39146;Chilly-le-Vignoble;671;0
39147;Chilly-sur-Salins;112;0
39149;Chissey-sur-Loue;324;0
39150;Choisey;1064;2
39151;Choux;118;0
39153;Cize;785;0
39154;Clairvaux-les-Lacs;1444;2
39155;Clucy;81;0
39156;Cogna;252;0
39157;Coiserette;53;0
39159;Colonne;268;1
39160;Commenailles;869;1
39162;Condamine;269;0
39163;Condes;111;0
39164;Conliège;673;1
39165;Conte;59;0
39166;Cornod;221;0
39167;Cosges;366;0
39168;Courbette;53;0
39169;Courbouzon;587;0
39170;Courlans;930;1
39171;Courlaoux;1092;0
39172;Courtefontaine;244;0
39173;Cousance;1301;2
39174;Coyrière;65;0
39175;Coyron;74;0
39176;Cramans;524;0
39177;Hauteroche;942;1
39178;Crans;74;0
39179;Crenans;239;0
39180;Cressia;260;0
39182;Crissey;640;0
39183;Crotenay;654;0
39184;Les Crozets;202;0
39185;Cuisia;393;0
39187;Cuvier;259;0
39188;Dammartin-Marpain;333;0
39189;Damparis;2727;1
39190;Dampierre;1266;1
39191;Darbonnay;93;0
39192;Denezières;73;0
39193;Le Deschaux;1022;1
39194;Desnes;475;0
39196;Les Deux-Fays;101;0
39197;Digna;354;0
39198;Dole;23579;26
39199;Domblans;1212;1
39200;Dompierre-sur-Mont;237;0
39201;Doucier;306;1
39202;Dournon;137;1
39203;Doye;103;0
39204;Dramelay;29;0
39205;Éclans-Nenon;386;0
39206;Écleux;222;0
39207;Écrille;85;0
39208;Entre-deux-Monts;145;0
39209;Val-d'Épy;352;0
39210;Équevillon;582;0
39211;Les Essards-Taignevaux;262;0
39214;Esserval-Tartre;117;0
39216;Étival;307;0
39217;L'Étoile;559;0
39218;Étrepigney;423;0
39219;Évans;640;0
39220;Falletans;391;0
39221;La Favière;26;0
39222;Fay-en-Montagne;86;0
39223;La Ferté;193;0
39225;Le Fied;204;0
39227;Foncine-le-Bas;198;0
39228;Foncine-le-Haut;1055;2
39229;Fontainebrux;201;0
39230;Fontenu;74;4
39232;Fort-du-Plasne;442;0
39233;Foucherans;2159;1
39234;Foulenay;85;0
39235;Fraisans;1228;1
39236;Francheville;51;0
39237;Fraroz;48;0
39238;Frasne-les-Meulières;124;0
39239;La Frasnée;38;0
39240;Le Frasnois;158;0
39241;Frébuans;376;0
39244;Frontenay;178;0
39245;Gatey;378;0
39246;Gendrey;430;0
39247;Genod;69;0
39248;Geraise;41;0
39249;Germigney;79;0
39250;Geruge;170;0
39251;Gevingey;453;1
39252;Gevry;685;0
39253;Gigny;284;1
39254;Gillois;131;0
39255;Gizia;237;0
39258;Grande-Rivière Château;630;0
39259;Grange-de-Vaivre;37;0
39261;Graye-et-Charnay;138;0
39262;Gredisans;137;0
39263;Grozon;428;1
39265;Hautecour;190;0
39266;Les Hays;324;0
39267;Ivory;94;0
39268;Ivrey;63;0
39269;Jeurre;271;0
39270;Jouhe;557;0
39271;Lac-des-Rouges-Truites;396;0
39272;Ladoye-sur-Seille;54;0
39273;Montlainsia;247;0
39274;Lajoux;250;0
39275;Lamoura;630;0
39277;Le Larderet;76;0
39278;Largillay-Marsonnay;163;0
39279;Larnaud;599;0
39280;Larrivoire;109;0
39281;Le Latet;80;0
39282;La Latette;70;0
39283;Lavancia-Epercy;655;0
39284;Lavangeot;135;0
39285;Lavans-lès-Dole;322;0
39286;Lavans-lès-Saint-Claude;2498;0
39288;Lavigny;375;0
39289;Lect;353;0
39290;Valzin en Petite Montagne;493;0
39291;Lemuy;237;0
39292;Lent;146;0
39293;Leschères;211;0
39295;Loisia;166;0
39296;Lombard;209;0
39297;Longchaumois;1179;2
39298;Longcochon;62;0
39299;Longwy-sur-le-Doubs;513;0
39300;Lons-le-Saunier;17364;23
39301;Loulle;172;0
39302;Louvatange;98;0
39304;Le Louverot;213;0
39305;La Loye;549;1
39306;Macornay;980;1
39307;Maisod;328;0
39308;Malange;323;0
39310;Mantry;449;1
39312;Marigna-sur-Valouse;118;0
39313;Marigny;200;0
39314;Marnézia;95;0
39315;Marnoz;407;1
39317;La Marre;331;2
39318;Martigna;199;0
39319;Mathenay;140;0
39320;Maynal;342;0
39321;Menétru-le-Vignoble;152;0
39322;Menétrux-en-Joux;56;0
39323;Menotey;298;0
39324;Mérona;9;0
39325;Mesnay;579;1
39326;Mesnois;192;0
39327;Messia-sur-Sorne;842;1
39328;Meussia;424;0
39329;Mièges;155;0
39330;Miéry;153;0
39331;Mignovillard;804;4
39333;Moirans-en-Montagne;2092;2
39334;Moiron;132;0
39335;Moissey;557;2
39336;Molain;108;0
39337;Molamboz;89;0
39338;Molay;502;0
39339;Chassal-Molinges;1137;1
39342;Monay;126;0
39343;Monnetay;14;0
39344;Monnet-la-Ville;347;0
39345;Monnières;425;0
39346;Montagna-le-Reconduit;118;0
39348;Montaigu;451;0
39349;Montain;518;0
39350;Montbarrey;317;0
39351;Montcusel;163;0
39352;Monteplain;136;0
39353;Montfleur;190;0
39354;Montholier;354;0
39355;Montigny-lès-Arsures;264;0
39356;Montigny-sur-l'Ain;195;0
39359;Montmarlon;31;0
39360;Montmirey-la-Ville;179;0
39361;Montmirey-le-Château;194;0
39362;Montmorot;3025;1
39363;Montrevel;94;0
39364;Montrond;493;0
39365;Mont-sous-Vaudrey;1253;1
39366;Mont-sur-Monnet;248;0
39367;Morbier;2306;1
39368;Hauts de Bienne;5370;5
39370;Mouchard;1116;2
39372;Mournans-Charbonny;92;0
39373;Les Moussières;171;1
39375;Moutonne;131;0
39376;Moutoux;70;0
39377;Mutigney;169;0
39378;Les Trois Châteaux;772;0
39379;Nance;511;0
39380;Nancuise;45;0
39381;Les Nans;89;0
39385;Neublans-Abergement;529;0
39386;Neuvilley;86;0
39387;Nevy-lès-Dole;274;0
39388;Nevy-sur-Seille;212;0
39389;Ney;566;0
39390;Nogna;294;0
39391;Nozeroy;436;0
39392;Offlanges;198;0
39393;Onglières;65;0
39394;Onoz;74;0
39396;Orchamps;1106;1
39397;Orgelet;1583;3
39398;Ougney;370;1
39399;Ounans;367;1
39400;Our;139;0
39401;Oussières;230;0
39402;Pagney;337;1
39403;Pagnoz;234;0
39404;Pannessières;481;0
39405;Parcey;961;1
39406;Le Pasquier;256;1
39407;Passenans;350;1
39408;Patornay;139;0
39409;Peintre;123;0
39411;Perrigny;1526;1
39412;Peseux;316;0
39413;La Pesse;349;1
39415;Petit-Noir;1112;1
39418;Picarreau;103;0
39419;Pillemoine;57;0
39420;Pimorin;193;0
39421;Le Pin;242;0
39422;Plainoiseau;529;0
39423;Plaisia;111;0
39424;Les Planches-en-Montagne;165;0
39425;Les Planches-près-Arbois;100;0
39426;Plasne;224;0
39427;Plénise;63;0
39428;Plénisette;24;0
39429;Pleure;424;0
39430;Plumont;103;0
39431;Poids-de-Fiole;330;0
39432;Pointre;125;0
39434;Poligny;4079;4
39435;Pont-de-Poitte;653;1
39436;Pont-d'Héry;236;0
39437;Pont-du-Navoy;267;0
39439;Port-Lesney;538;3
39441;Prémanon;1182;0
39443;Présilly;130;0
39444;Pretin;62;0
39445;Publy;285;0
39446;Pupillin;240;0
39447;Quintigny;241;0
39448;Rahon;509;0
39449;Rainans;270;0
39451;Ranchot;486;3
39452;Rans;538;0
39453;Ravilloles;488;0
39454;Recanoz;90;0
39455;Reithouse;63;0
39456;Relans;341;0
39457;Les Repôts;54;0
39458;Revigny;249;0
39460;La Rixouse;191;0
39461;Rix;72;0
39462;Rochefort-sur-Nenon;662;1
39463;Rogna;226;0
39464;Romain;205;0
39465;Romange;198;0
39466;Rosay;125;0
39467;Rotalier;166;0
39468;Rothonay;133;0
39469;Rouffange;103;0
39470;Les Rousses;3544;4
39471;Ruffey-sur-Seille;722;1
39472;Rye;217;0
39473;Saffloz;108;0
39474;Sainte-Agnès;355;1
39475;Saint-Amour;2369;3
39476;Saint-Aubin;1798;1
39477;Saint-Baraing;264;0
39478;Saint-Claude;9526;9
39479;Saint-Cyr-Montmalin;228;0
39480;Saint-Didier;274;0
39481;Saint-Germain-en-Montagne;423;0
39485;Val Suran;797;1
39486;Saint-Lamain;116;0
39487;Saint-Laurent-en-Grandvaux;1819;2
39489;Saint-Lothain;473;1
39490;Saint-Loup;284;0
39491;Coteaux du Lizon;2390;1
39492;Saint-Maur;233;0
39493;Saint-Maurice-Crillat;239;0
39494;Saint-Pierre;341;0
39495;Saint-Thiébaud;60;0
39497;Saizenay;98;0
39498;Salans;580;0
39499;Saligney;186;0
39500;Salins-les-Bains;2652;4
39501;Sampans;1154;1
39502;Santans;305;0
39503;Sapois;368;0
39504;Sarrogna;233;0
39505;Saugeot;65;0
39507;Séligney;76;0
39508;Sellières;756;3
39510;Septmoncel les Molunes;843;1
39511;Sergenaux;69;0
39512;Sergenon;53;0
39513;Sermange;257;0
39514;Serre-les-Moulières;189;0
39517;Sirod;533;0
39518;Songeson;69;0
39519;Soucia;192;0
39520;Souvans;483;0
39522;Supt;103;0
39523;Syam;190;0
39525;Tassenières;394;1
39526;Tavaux;3908;4
39527;Taxenne;104;0
39528;Thervay;385;0
39529;Thésy;67;0
39530;Thoirette-Coisia;870;1
39531;Thoiria;198;0
39532;Thoissia;34;0
39533;Toulouse-le-Château;221;0
39534;La Tour-du-Meix;231;0
39535;Tourmont;471;0
39537;Trenal;461;0
39538;Uxelles;53;0
39539;Vadans;274;1
39540;Valempoulières;203;0
39543;Vannoz;203;0
39545;Le Vaudioux;176;0
39546;Vaudrey;388;0
39547;Vaux-lès-Saint-Claude;699;0
39548;Vaux-sur-Poligny;83;0
39550;Verges;192;0
39551;Véria;118;0
39552;Vernantois;340;0
39553;Le Vernois;316;0
39554;Vers-en-Montagne;239;0
39555;Vers-sous-Sellières;237;0
39556;Vertamboz;92;0
39557;Vescles;196;0
39558;Vevy;265;0
39559;La Vieille-Loye;408;0
39560;Villard-Saint-Sauveur;618;0
39561;Villards-d'Héria;425;0
39565;Villeneuve-d'Aval;87;0
39567;Villeneuve-sous-Pymont;286;0
39568;Villerserine;52;0
39569;Villers-Farlay;669;1
39570;Villers-les-Bois;210;0
39571;Villers-Robert;231;0
39572;Villette-lès-Arbois;383;0
39573;Villette-lès-Dole;769;0
39574;Villevieux;713;1
39575;Le Villey;88;0
39576;Val-Sonnette;912;0
39577;Vincent-Froideville;391;0
39579;Viry;938;0
39581;Vitreux;286;0
39582;Voiteur;748;1
39583;Vosbles-Valfin;188;0
39584;Vriange;152;0
39585;Vulvoz;19;0
39586;Aresches;34;0
40001;Aire-sur-l'Adour;6114;4
40002;Amou;1541;2
40003;Angoumé;283;0
40004;Angresse;1994;2
40005;Arboucave;201;0
40006;Arengosse;691;0
40007;Argelos;164;0
40008;Argelouse;89;0
40011;Arsague;352;0
40012;Artassenx;251;0
40013;Arthez-d'Armagnac;110;0
40014;Arue;347;0
40015;Arx;66;0
40016;Aubagnan;250;1
40017;Audignon;389;0
40018;Audon;367;0
40019;Aureilhan;1056;1
40020;Aurice;613;1
40021;Azur;818;1
40022;Bahus-Soubiran;415;0
40023;Baigts;371;0
40024;Banos;286;0
40025;Bascons;860;1
40026;Bas-Mauco;362;0
40027;Bassercles;155;0
40028;Bastennes;257;0
40029;Bats;298;0
40030;Baudignan;55;0
40031;Bégaar;1151;1
40032;Belhade;196;0
40033;Bélis;164;0
40034;Bélus;605;0
40035;Bénesse-lès-Dax;527;0
40036;Bénesse-Maremne;3010;2
40037;Benquet;1696;0
40038;Bergouey;95;0
40039;Betbezer-d'Armagnac;145;0
40040;Beylongue;371;0
40041;Beyries;125;0
40042;Biarrotte;269;0
40043;Bias;718;0
40044;Biaudos;884;0
40046;Biscarrosse;14214;12
40047;Bonnegarde;273;0
40049;Bordères-et-Lamensans;360;0
40050;Bostens;200;0
40051;Bougue;756;0
40052;Bourdalat;249;0
40053;Bourriot-Bergonce;317;0
40054;Brassempouy;269;0
40055;Bretagne-de-Marsan;1544;0
40056;Brocas;792;1
40057;Buanes;262;0
40058;Cachen;225;0
40059;Cagnotte;760;0
40060;Callen;146;0
40061;Campagne;1010;1
40062;Campet-et-Lamolère;401;0
40063;Candresse;811;0
40064;Canenx-et-Réaut;160;0
40065;Capbreton;8753;14
40066;Carcarès-Sainte-Croix;512;0
40067;Carcen-Ponson;643;0
40068;Cassen;579;0
40069;Castaignos-Souslens;396;1
40070;Castandet;396;0
40071;Castelnau-Chalosse;599;0
40072;Castelnau-Tursan;194;0
40073;Castelner;109;0
40074;Castel-Sarrazin;537;1
40075;Castets;2254;2
40076;Cauna;444;0
40077;Cauneille;808;1
40078;Caupenne;413;0
